"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 12 07:54:56 GMT 2022","Wed Oct 12 07:55:02 GMT 2022","5980","","Telnyx","","","","should after click on ""Talk to an expert"", switch to page Contact",""
"passed","Wed Oct 12 07:55:02 GMT 2022","Wed Oct 12 07:55:09 GMT 2022","6552","","Telnyx","","","","should after move to Products, show right href",""
"passed","Wed Oct 12 07:54:39 GMT 2022","Wed Oct 12 07:54:47 GMT 2022","8102","","Telnyx","","","","should registration with empty credentials",""
"passed","Wed Oct 12 07:54:25 GMT 2022","Wed Oct 12 07:54:29 GMT 2022","3410","","Telnyx","","","","should has buttons on the page menu",""
"passed","Wed Oct 12 07:54:34 GMT 2022","Wed Oct 12 07:54:39 GMT 2022","4813","","Telnyx","","","","should after enter email on main page, show email on register page",""
"passed","Wed Oct 12 07:54:23 GMT 2022","Wed Oct 12 07:54:25 GMT 2022","2421","","Telnyx","","","","should has Telnyx in title",""
"passed","Wed Oct 12 07:54:29 GMT 2022","Wed Oct 12 07:54:34 GMT 2022","5493","","Telnyx","","","","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Oct 12 07:54:47 GMT 2022","Wed Oct 12 07:54:56 GMT 2022","8936","","Telnyx","","","","should registration with right credentials",""
"passed","Wed Oct 12 07:55:12 GMT 2022","Wed Oct 12 07:56:10 GMT 2022","57849","","Telnyx","","","","should have the correct title of all product links",""
"passed","Wed Oct 12 07:55:09 GMT 2022","Wed Oct 12 07:55:12 GMT 2022","3136","","Telnyx","","","","should after move to Pricing, show right count href",""
