"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 28 21:41:27 GMT 2022","Wed Sep 28 21:42:11 GMT 2022","43213","","Telnyx","","","","should have the correct title of all product links",""
"passed","Wed Sep 28 21:41:06 GMT 2022","Wed Sep 28 21:41:14 GMT 2022","7698","","Telnyx","","","","should registration with right credentials",""
"passed","Wed Sep 28 21:40:46 GMT 2022","Wed Sep 28 21:40:48 GMT 2022","1562","","Telnyx","","","","should has Telnyx in title",""
"passed","Wed Sep 28 21:41:24 GMT 2022","Wed Sep 28 21:41:27 GMT 2022","2902","","Telnyx","","","","should after move to Pricing, show right count href",""
"passed","Wed Sep 28 21:41:14 GMT 2022","Wed Sep 28 21:41:18 GMT 2022","4247","","Telnyx","","","","should after click on ""Talk to an expert"", switch to page Contact",""
"passed","Wed Sep 28 21:40:51 GMT 2022","Wed Sep 28 21:40:55 GMT 2022","3988","","Telnyx","","","","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Sep 28 21:41:19 GMT 2022","Wed Sep 28 21:41:24 GMT 2022","5840","","Telnyx","","","","should after move to Products, show right href",""
"passed","Wed Sep 28 21:40:48 GMT 2022","Wed Sep 28 21:40:51 GMT 2022","2992","","Telnyx","","","","should has buttons on the page menu",""
"passed","Wed Sep 28 21:40:55 GMT 2022","Wed Sep 28 21:40:59 GMT 2022","4433","","Telnyx","","","","should after enter email on main page, show email on register page",""
"passed","Wed Sep 28 21:40:59 GMT 2022","Wed Sep 28 21:41:06 GMT 2022","7042","","Telnyx","","","","should registration with empty credentials",""
