"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 28 19:24:39 GMT 2022","Wed Sep 28 19:24:45 GMT 2022","5220","","Telnyx","","","","should after move to Products, show right href",""
"passed","Wed Sep 28 19:24:28 GMT 2022","Wed Sep 28 19:24:35 GMT 2022","7404","","Telnyx","","","","should registration with right credentials",""
"passed","Wed Sep 28 19:24:36 GMT 2022","Wed Sep 28 19:24:39 GMT 2022","3918","","Telnyx","","","","should after click on ""Talk to an expert"", switch to page Contact",""
"passed","Wed Sep 28 19:24:11 GMT 2022","Wed Sep 28 19:24:14 GMT 2022","2250","","Telnyx","","","","should has buttons on the page menu",""
"passed","Wed Sep 28 19:24:21 GMT 2022","Wed Sep 28 19:24:28 GMT 2022","6592","","Telnyx","","","","should registration with empty credentials",""
"passed","Wed Sep 28 19:24:17 GMT 2022","Wed Sep 28 19:24:21 GMT 2022","4094","","Telnyx","","","","should after enter email on main page, show email on register page",""
"passed","Wed Sep 28 19:24:47 GMT 2022","Wed Sep 28 19:25:29 GMT 2022","41585","","Telnyx","","","","should have the correct title of all product links",""
"passed","Wed Sep 28 19:24:14 GMT 2022","Wed Sep 28 19:24:17 GMT 2022","3601","","Telnyx","","","","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Sep 28 19:24:10 GMT 2022","Wed Sep 28 19:24:11 GMT 2022","1786","","Telnyx","","","","should has Telnyx in title",""
"passed","Wed Sep 28 19:24:45 GMT 2022","Wed Sep 28 19:24:47 GMT 2022","2230","","Telnyx","","","","should after move to Pricing, show right count href",""
