"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 28 21:57:27 GMT 2022","Wed Sep 28 21:57:30 GMT 2022","3471","","Telnyx","","","","should after move to Pricing, show right count href",""
"passed","Wed Sep 28 21:57:06 GMT 2022","Wed Sep 28 21:57:15 GMT 2022","9051","","Telnyx","","","","should registration with right credentials",""
"passed","Wed Sep 28 21:57:30 GMT 2022","Wed Sep 28 21:58:21 GMT 2022","51073","","Telnyx","","","","should have the correct title of all product links",""
"passed","Wed Sep 28 21:57:20 GMT 2022","Wed Sep 28 21:57:27 GMT 2022","6360","","Telnyx","","","","should after move to Products, show right href",""
"passed","Wed Sep 28 21:57:15 GMT 2022","Wed Sep 28 21:57:20 GMT 2022","5672","","Telnyx","","","","should after click on ""Talk to an expert"", switch to page Contact",""
"passed","Wed Sep 28 21:56:42 GMT 2022","Wed Sep 28 21:56:46 GMT 2022","3652","","Telnyx","","","","should has buttons on the page menu",""
"passed","Wed Sep 28 21:56:57 GMT 2022","Wed Sep 28 21:57:05 GMT 2022","8838","","Telnyx","","","","should registration with empty credentials",""
"passed","Wed Sep 28 21:56:40 GMT 2022","Wed Sep 28 21:56:42 GMT 2022","2304","","Telnyx","","","","should has Telnyx in title",""
"passed","Wed Sep 28 21:56:46 GMT 2022","Wed Sep 28 21:56:51 GMT 2022","5112","","Telnyx","","","","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Sep 28 21:56:51 GMT 2022","Wed Sep 28 21:56:57 GMT 2022","5264","","Telnyx","","","","should after enter email on main page, show email on register page",""
