"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 12 08:02:36 GMT 2022","Wed Oct 12 08:02:38 GMT 2022","1941","","Telnyx","","","","should has Telnyx in title",""
"passed","Wed Oct 12 08:02:56 GMT 2022","Wed Oct 12 08:03:04 GMT 2022","7538","","Telnyx","","","","should registration with right credentials",""
"passed","Wed Oct 12 08:03:08 GMT 2022","Wed Oct 12 08:03:14 GMT 2022","5923","","Telnyx","","","","should after move to Products, show right href",""
"passed","Wed Oct 12 08:02:41 GMT 2022","Wed Oct 12 08:02:45 GMT 2022","4250","","Telnyx","","","","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Oct 12 08:03:14 GMT 2022","Wed Oct 12 08:03:17 GMT 2022","2598","","Telnyx","","","","should after move to Pricing, show right count href",""
"passed","Wed Oct 12 08:02:45 GMT 2022","Wed Oct 12 08:02:49 GMT 2022","4109","","Telnyx","","","","should after enter email on main page, show email on register page",""
"passed","Wed Oct 12 08:03:17 GMT 2022","Wed Oct 12 08:04:05 GMT 2022","48383","","Telnyx","","","","should have the correct title of all product links",""
"passed","Wed Oct 12 08:02:38 GMT 2022","Wed Oct 12 08:02:41 GMT 2022","2920","","Telnyx","","","","should has buttons on the page menu",""
"passed","Wed Oct 12 08:02:49 GMT 2022","Wed Oct 12 08:02:56 GMT 2022","6764","","Telnyx","","","","should registration with empty credentials",""
"passed","Wed Oct 12 08:03:04 GMT 2022","Wed Oct 12 08:03:08 GMT 2022","4303","","Telnyx","","","","should after click on ""Talk to an expert"", switch to page Contact",""
