"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 28 19:53:27 GMT 2022","Wed Sep 28 19:53:31 GMT 2022","4435","","Telnyx","","","","should after enter email on main page, show email on register page",""
"passed","Wed Sep 28 19:53:52 GMT 2022","Wed Sep 28 19:53:57 GMT 2022","5733","","Telnyx","","","","should after move to Products, show right href",""
"passed","Wed Sep 28 19:53:17 GMT 2022","Wed Sep 28 19:53:19 GMT 2022","1953","","Telnyx","","","","should has Telnyx in title",""
"passed","Wed Sep 28 19:53:47 GMT 2022","Wed Sep 28 19:53:52 GMT 2022","4296","","Telnyx","","","","should after click on ""Talk to an expert"", switch to page Contact",""
"passed","Wed Sep 28 19:53:39 GMT 2022","Wed Sep 28 19:53:47 GMT 2022","7819","","Telnyx","","","","should registration with right credentials",""
"passed","Wed Sep 28 19:54:00 GMT 2022","Wed Sep 28 19:54:47 GMT 2022","46641","","Telnyx","","","","should have the correct title of all product links",""
"passed","Wed Sep 28 19:53:57 GMT 2022","Wed Sep 28 19:54:00 GMT 2022","2660","","Telnyx","","","","should after move to Pricing, show right count href",""
"passed","Wed Sep 28 19:53:22 GMT 2022","Wed Sep 28 19:53:27 GMT 2022","4435","","Telnyx","","","","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Sep 28 19:53:31 GMT 2022","Wed Sep 28 19:53:39 GMT 2022","8074","","Telnyx","","","","should registration with empty credentials",""
"passed","Wed Sep 28 19:53:19 GMT 2022","Wed Sep 28 19:53:22 GMT 2022","2978","","Telnyx","","","","should has buttons on the page menu",""
