"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 11 12:07:47 GMT 2022","Tue Oct 11 12:07:49 GMT 2022","2721","","Telnyx","","","","should after move to Pricing, show right count href",""
"passed","Tue Oct 11 12:07:13 GMT 2022","Tue Oct 11 12:07:18 GMT 2022","5330","","Telnyx","","","","should after enter email on main page, show email on register page",""
"passed","Tue Oct 11 12:07:49 GMT 2022","Tue Oct 11 12:08:44 GMT 2022","54499","","Telnyx","","","","should have the correct title of all product links",""
"passed","Tue Oct 11 12:07:36 GMT 2022","Tue Oct 11 12:07:41 GMT 2022","5439","","Telnyx","","","","should after click on ""Talk to an expert"", switch to page Contact",""
"passed","Tue Oct 11 12:06:58 GMT 2022","Tue Oct 11 12:07:00 GMT 2022","1989","","Telnyx","","","","should has Telnyx in title",""
"failed","Tue Oct 11 12:07:26 GMT 2022","Tue Oct 11 12:07:35 GMT 2022","9689","","Telnyx","","","","should registration with right credentials",""
"passed","Tue Oct 11 12:07:19 GMT 2022","Tue Oct 11 12:07:26 GMT 2022","7198","","Telnyx","","","","should registration with empty credentials",""
"failed","Tue Oct 11 12:07:03 GMT 2022","Tue Oct 11 12:07:13 GMT 2022","9646","","Telnyx","","","","should after click on ""Sign up"", contain title Sign Up",""
"passed","Tue Oct 11 12:07:41 GMT 2022","Tue Oct 11 12:07:47 GMT 2022","5612","","Telnyx","","","","should after move to Products, show right href",""
"passed","Tue Oct 11 12:07:00 GMT 2022","Tue Oct 11 12:07:03 GMT 2022","2862","","Telnyx","","","","should has buttons on the page menu",""
